 x    y    z    Bx    By    Bz
  -20.000000000000000       -20.000000000000000       -20.000000000000000        0.0000000000000000       -3.1918325162633252E-004   3.1918325162633252E-004
  -20.000000000000000       -20.000000000000000       -18.000000000000000       -1.3552527156068805E-020  -3.0529369740647333E-004   3.3921521934052596E-004
  -20.000000000000000       -20.000000000000000       -16.000000000000000        0.0000000000000000       -2.8718590789603642E-004   3.5898238487004549E-004
  -20.000000000000000       -20.000000000000000       -14.000000000000000        0.0000000000000000       -2.6465130417221554E-004   3.7807329167459359E-004
  -20.000000000000000       -20.000000000000000       -12.000000000000000        6.7762635780344027E-021  -2.3761787910511650E-004   3.9602979850852747E-004
  -20.000000000000000       -20.000000000000000       -10.000000000000000        0.0000000000000000       -2.0618183042985219E-004   4.1236366085970437E-004
  -20.000000000000000       -20.000000000000000       -8.0000000000000000        6.7762635780344027E-021  -1.7063257092368779E-004   4.2658142730921946E-004
  -20.000000000000000       -20.000000000000000       -6.0000000000000000        0.0000000000000000       -1.3146417020857662E-004   4.3821390069525537E-004
  -20.000000000000000       -20.000000000000000       -4.0000000000000000        3.3881317890172014E-021  -8.9370172506945394E-005   4.4685086253472696E-004
  -20.000000000000000       -20.000000000000000       -2.0000000000000000        0.0000000000000000       -4.5217005856856705E-005   4.5217005856856705E-004
  -20.000000000000000       -20.000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        4.5396711193075286E-004
  -20.000000000000000       -20.000000000000000        2.0000000000000000        0.0000000000000000        4.5217005856856705E-005   4.5217005856856705E-004
  -20.000000000000000       -20.000000000000000        4.0000000000000000       -3.3881317890172014E-021   8.9370172506945394E-005   4.4685086253472696E-004
  -20.000000000000000       -20.000000000000000        6.0000000000000000        0.0000000000000000        1.3146417020857662E-004   4.3821390069525537E-004
  -20.000000000000000       -20.000000000000000        8.0000000000000000       -6.7762635780344027E-021   1.7063257092368779E-004   4.2658142730921946E-004
  -20.000000000000000       -20.000000000000000        10.000000000000000        0.0000000000000000        2.0618183042985219E-004   4.1236366085970437E-004
  -20.000000000000000       -20.000000000000000        12.000000000000000       -6.7762635780344027E-021   2.3761787910511650E-004   3.9602979850852747E-004
  -20.000000000000000       -20.000000000000000        14.000000000000000        0.0000000000000000        2.6465130417221554E-004   3.7807329167459359E-004
  -20.000000000000000       -20.000000000000000        16.000000000000000        0.0000000000000000        2.8718590789603642E-004   3.5898238487004549E-004
  -20.000000000000000       -20.000000000000000        18.000000000000000        1.3552527156068805E-020   3.0529369740647333E-004   3.3921521934052596E-004
  -20.000000000000000       -20.000000000000000        20.000000000000000        0.0000000000000000        3.1918325162633252E-004   3.1918325162633252E-004
  -20.000000000000000       -18.000000000000000       -20.000000000000000        0.0000000000000000       -3.3921521934052580E-004   3.0529369740647328E-004
  -20.000000000000000       -18.000000000000000       -18.000000000000000        0.0000000000000000       -3.2529025798012841E-004   3.2529025798012841E-004
  -20.000000000000000       -18.000000000000000       -16.000000000000000        0.0000000000000000       -3.0676129099758222E-004   3.4510645237228002E-004
  -20.000000000000000       -18.000000000000000       -14.000000000000000        0.0000000000000000       -2.8336169700304413E-004   3.6432218186105674E-004
  -20.000000000000000       -18.000000000000000       -12.000000000000000        0.0000000000000000       -2.5497717230077411E-004   3.8246575845116122E-004
  -20.000000000000000       -18.000000000000000       -10.000000000000000        0.0000000000000000       -2.2168141249740927E-004   3.9902654249533655E-004
  -20.000000000000000       -18.000000000000000       -8.0000000000000000        0.0000000000000000       -1.8377137989865873E-004   4.1348560477198217E-004
  -20.000000000000000       -18.000000000000000       -6.0000000000000000        3.3881317890172014E-021  -1.4178222004344057E-004   4.2534666013032167E-004
  -20.000000000000000       -18.000000000000000       -4.0000000000000000       -3.3881317890172014E-021  -9.6482251106654420E-005   4.3417012997994499E-004
  -20.000000000000000       -18.000000000000000       -2.0000000000000000        1.6940658945086007E-021  -4.8845805362797804E-005   4.3961224826518015E-004
  -20.000000000000000       -18.000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        4.4145136451296185E-004
  -20.000000000000000       -18.000000000000000        2.0000000000000000       -1.6940658945086007E-021   4.8845805362797804E-005   4.3961224826518015E-004
  -20.000000000000000       -18.000000000000000        4.0000000000000000        3.3881317890172014E-021   9.6482251106654420E-005   4.3417012997994499E-004
  -20.000000000000000       -18.000000000000000        6.0000000000000000       -3.3881317890172014E-021   1.4178222004344057E-004   4.2534666013032167E-004
