 x    y    z    Ex    Ey    Ez
  -20.000000000000000       -20.000000000000000       -20.000000000000000        2.3558483055315742E-004  -1.7876438502538322E-004  -1.7876438502538322E-004
  -20.000000000000000       -20.000000000000000       -18.000000000000000        1.9317092625740565E-004  -2.0536306386543946E-004  -1.8482675747889549E-004
  -20.000000000000000       -20.000000000000000       -16.000000000000000        1.5329915766617403E-004  -2.3216324996381757E-004  -1.8573059997105409E-004
  -20.000000000000000       -20.000000000000000       -14.000000000000000        1.1596463495859632E-004  -2.5871597476977788E-004  -1.8110118233884452E-004
  -20.000000000000000       -20.000000000000000       -12.000000000000000        8.1449422498683133E-005  -2.8439572406721445E-004  -1.7063743444032864E-004
  -20.000000000000000       -20.000000000000000       -10.000000000000000        5.0279299090880451E-005  -3.0841981220892651E-004  -1.5420990610446326E-004
  -20.000000000000000       -20.000000000000000       -8.0000000000000000        2.3161353573571335E-005  -3.2989271149133317E-004  -1.3195708459653327E-004
  -20.000000000000000       -20.000000000000000       -6.0000000000000000        9.0032847013128272E-007  -3.4787602497516083E-004  -1.0436280749254824E-004
  -20.000000000000000       -20.000000000000000       -4.0000000000000000       -1.5705187192388366E-005  -3.6148087921576038E-004  -7.2296175843152078E-005
  -20.000000000000000       -20.000000000000000       -2.0000000000000000       -2.5975310082769447E-005  -3.6997084137611826E-004  -3.6997084137611820E-005
  -20.000000000000000       -20.000000000000000        0.0000000000000000       -2.9452336741633616E-005  -3.7285769484332848E-004   0.0000000000000000     
  -20.000000000000000       -20.000000000000000        2.0000000000000000       -2.5975310082769447E-005  -3.6997084137611826E-004   3.6997084137611820E-005
  -20.000000000000000       -20.000000000000000        4.0000000000000000       -1.5705187192388366E-005  -3.6148087921576038E-004   7.2296175843152078E-005
  -20.000000000000000       -20.000000000000000        6.0000000000000000        9.0032847013128272E-007  -3.4787602497516083E-004   1.0436280749254824E-004
  -20.000000000000000       -20.000000000000000        8.0000000000000000        2.3161353573571335E-005  -3.2989271149133317E-004   1.3195708459653327E-004
  -20.000000000000000       -20.000000000000000        10.000000000000000        5.0279299090880451E-005  -3.0841981220892651E-004   1.5420990610446326E-004
  -20.000000000000000       -20.000000000000000        12.000000000000000        8.1449422498683133E-005  -2.8439572406721445E-004   1.7063743444032864E-004
  -20.000000000000000       -20.000000000000000        14.000000000000000        1.1596463495859632E-004  -2.5871597476977788E-004   1.8110118233884452E-004
  -20.000000000000000       -20.000000000000000        16.000000000000000        1.5329915766617403E-004  -2.3216324996381757E-004   1.8573059997105409E-004
  -20.000000000000000       -20.000000000000000        18.000000000000000        1.9317092625740565E-004  -2.0536306386543946E-004   1.8482675747889549E-004
  -20.000000000000000       -20.000000000000000        20.000000000000000        2.3558483055315742E-004  -1.7876438502538322E-004   1.7876438502538322E-004
  -20.000000000000000       -18.000000000000000       -20.000000000000000        1.9317092625740565E-004  -1.8482675747889549E-004  -2.0536306386543946E-004
  -20.000000000000000       -18.000000000000000       -18.000000000000000        1.4845238777654900E-004  -2.1198021520174056E-004  -2.1198021520174056E-004
  -20.000000000000000       -18.000000000000000       -16.000000000000000        1.0558277658720930E-004  -2.3969834668527992E-004  -2.1306519705358219E-004
  -20.000000000000000       -18.000000000000000       -14.000000000000000        6.4695882080158186E-005  -2.6749452510077450E-004  -2.0805129730060238E-004
  -20.000000000000000       -18.000000000000000       -12.000000000000000        2.6254274362723021E-005  -2.9467682046611986E-004  -1.9645121364407993E-004
  -20.000000000000000       -18.000000000000000       -10.000000000000000       -8.9886745824370473E-006  -3.2036345331262897E-004  -1.7797969628479391E-004
  -20.000000000000000       -18.000000000000000       -8.0000000000000000       -4.0051264740105001E-005  -3.4352574296203067E-004  -1.5267810798312475E-004
  -20.000000000000000       -18.000000000000000       -6.0000000000000000       -6.5826068850984582E-005  -3.6306862418804340E-004  -1.2102287472934783E-004
  -20.000000000000000       -18.000000000000000       -4.0000000000000000       -8.5211423736211613E-005  -3.7793868620470664E-004  -8.3986374712157047E-005
  -20.000000000000000       -18.000000000000000       -2.0000000000000000       -9.7268472417253297E-005  -3.8725543374665294E-004  -4.3028381527405889E-005
  -20.000000000000000       -18.000000000000000        0.0000000000000000       -1.0136218898221267E-004  -3.9042995162472870E-004   0.0000000000000000     
  -20.000000000000000       -18.000000000000000        2.0000000000000000       -9.7268472417253297E-005  -3.8725543374665294E-004   4.3028381527405889E-005
  -20.000000000000000       -18.000000000000000        4.0000000000000000       -8.5211423736211613E-005  -3.7793868620470664E-004   8.3986374712157047E-005
  -20.000000000000000       -18.000000000000000        6.0000000000000000       -6.5826068850984582E-005  -3.6306862418804340E-004   1.2102287472934783E-004
  -20.000000000000000       -18.000000000000000        8.0000000000000000       -4.0051264740105001E-005  -3.4352574296203067E-004   1.5267810798312475E-004
  -20.000000000000000       -18.000000000000000        10.000000000000000       -8.9886745824370473E-006  -3.2036345331262897E-004   1.7797969628479391E-004
  -20.000000000000000       -18.000000000000000        12.000000000000000        2.6254274362723021E-005  -2.9467682046611986E-004   1.9645121364407993E-004
  -20.000000000000000       -18.000000000000000        14.000000000000000        6.4695882080158186E-005  -2.6749452510077450E-004   2.0805129730060238E-004
  -20.000000000000000       -18.000000000000000        16.000000000000000        1.0558277658720930E-004  -2.3969834668527992E-004   2.1306519705358219E-004
  -20.000000000000000       -18.000000000000000        18.000000000000000        1.4845238777654900E-004  -2.1198021520174056E-004   2.1198021520174056E-004
  -20.000000000000000       -18.000000000000000        20.000000000000000        1.9317092625740565E-004  -1.8482675747889549E-004   2.0536306386543946E-004
  -20.000000000000000       -16.000000000000000       -20.000000000000000        1.5329915766617403E-004  -1.8573059997105409E-004  -2.3216324996381757E-004
  -20.000000000000000       -16.000000000000000       -18.000000000000000        1.0558277658720935E-004  -2.1306519705358229E-004  -2.3969834668528006E-004
  -20.000000000000000       -16.000000000000000       -16.000000000000000        5.8981087306997755E-005  -2.4131109767161482E-004  -2.4131109767161482E-004
  -20.000000000000000       -16.000000000000000       -14.000000000000000        1.3754744369616192E-005  -2.6996363225748992E-004  -2.3621817822530372E-004
  -20.000000000000000       -16.000000000000000       -12.000000000000000       -2.9452336741633616E-005  -2.9828615587466282E-004  -2.2371461690599714E-004
  -20.000000000000000       -16.000000000000000       -10.000000000000000       -6.9635185513256198E-005  -3.2531502937351085E-004  -2.0332189335844428E-004
  -20.000000000000000       -16.000000000000000       -8.0000000000000000       -1.0549426474082036E-004  -3.4990202977152002E-004  -1.7495101488576001E-004
  -20.000000000000000       -16.000000000000000       -6.0000000000000000       -1.3555635245429950E-004  -3.7080122833717320E-004  -1.3905046062643992E-004
  -20.000000000000000       -16.000000000000000       -4.0000000000000000       -1.5834697609126119E-004  -3.8679675379008278E-004  -9.6699188447520694E-005
  -20.000000000000000       -16.000000000000000       -2.0000000000000000       -1.7259894730915510E-004  -3.9685919212306128E-004  -4.9607399015382660E-005
  -20.000000000000000       -16.000000000000000        0.0000000000000000       -1.7745116257377458E-004  -4.0029482783328753E-004   0.0000000000000000     
  -20.000000000000000       -16.000000000000000        2.0000000000000000       -1.7259894730915510E-004  -3.9685919212306128E-004   4.9607399015382660E-005
  -20.000000000000000       -16.000000000000000        4.0000000000000000       -1.5834697609126119E-004  -3.8679675379008278E-004   9.6699188447520694E-005
  -20.000000000000000       -16.000000000000000        6.0000000000000000       -1.3555635245429950E-004  -3.7080122833717320E-004   1.3905046062643992E-004
  -20.000000000000000       -16.000000000000000        8.0000000000000000       -1.0549426474082036E-004  -3.4990202977152002E-004   1.7495101488576001E-004
  -20.000000000000000       -16.000000000000000        10.000000000000000       -6.9635185513256198E-005  -3.2531502937351085E-004   2.0332189335844428E-004
  -20.000000000000000       -16.000000000000000        12.000000000000000       -2.9452336741633616E-005  -2.9828615587466282E-004   2.2371461690599714E-004
  -20.000000000000000       -16.000000000000000        14.000000000000000        1.3754744369616192E-005  -2.6996363225748992E-004   2.3621817822530372E-004
  -20.000000000000000       -16.000000000000000        16.000000000000000        5.8981087306997755E-005  -2.4131109767161482E-004   2.4131109767161482E-004
  -20.000000000000000       -16.000000000000000        18.000000000000000        1.0558277658720935E-004  -2.1306519705358229E-004   2.3969834668528006E-004
  -20.000000000000000       -16.000000000000000        20.000000000000000        1.5329915766617403E-004  -1.8573059997105409E-004   2.3216324996381757E-004
  -20.000000000000000       -14.000000000000000       -20.000000000000000        1.1596463495859626E-004  -1.8110118233884444E-004  -2.5871597476977772E-004
  -20.000000000000000       -14.000000000000000       -18.000000000000000        6.4695882080158186E-005  -2.0805129730060238E-004  -2.6749452510077450E-004
  -20.000000000000000       -14.000000000000000       -16.000000000000000        1.3754744369616185E-005  -2.3621817822530358E-004  -2.6996363225748982E-004
  -20.000000000000000       -14.000000000000000       -14.000000000000000       -3.6489905017468399E-005  -2.6510366675170364E-004  -2.6510366675170364E-004
  -20.000000000000000       -14.000000000000000       -12.000000000000000       -8.5211423736211654E-005  -2.9395231149254979E-004  -2.5195912413647123E-004
  -20.000000000000000       -14.000000000000000       -10.000000000000000       -1.3113447478857294E-004  -3.2174819315833027E-004  -2.2982013797023590E-004
  -20.000000000000000       -14.000000000000000       -8.0000000000000000       -1.7259894730915513E-004  -3.4725179310767857E-004  -1.9842959606153064E-004
  -20.000000000000000       -14.000000000000000       -6.0000000000000000       -2.0770083727404196E-004  -3.6909003327633831E-004  -1.5818144283271640E-004
  -20.000000000000000       -14.000000000000000       -4.0000000000000000       -2.3451557363859013E-004  -3.8590272390770795E-004  -1.1025792111648797E-004
  -20.000000000000000       -14.000000000000000       -2.0000000000000000       -2.5137063319215799E-004  -3.9652165389421438E-004  -5.6645950556316341E-005
  -20.000000000000000       -14.000000000000000        0.0000000000000000       -2.5712463634900568E-004  -4.0015514321667704E-004   0.0000000000000000     
  -20.000000000000000       -14.000000000000000        2.0000000000000000       -2.5137063319215799E-004  -3.9652165389421438E-004   5.6645950556316341E-005
  -20.000000000000000       -14.000000000000000        4.0000000000000000       -2.3451557363859013E-004  -3.8590272390770795E-004   1.1025792111648797E-004
  -20.000000000000000       -14.000000000000000        6.0000000000000000       -2.0770083727404196E-004  -3.6909003327633831E-004   1.5818144283271640E-004
  -20.000000000000000       -14.000000000000000        8.0000000000000000       -1.7259894730915513E-004  -3.4725179310767857E-004   1.9842959606153064E-004
  -20.000000000000000       -14.000000000000000        10.000000000000000       -1.3113447478857294E-004  -3.2174819315833027E-004   2.2982013797023590E-004
  -20.000000000000000       -14.000000000000000        12.000000000000000       -8.5211423736211654E-005  -2.9395231149254979E-004   2.5195912413647123E-004
  -20.000000000000000       -14.000000000000000        14.000000000000000       -3.6489905017468399E-005  -2.6510366675170364E-004   2.6510366675170364E-004
  -20.000000000000000       -14.000000000000000        16.000000000000000        1.3754744369616185E-005  -2.3621817822530358E-004   2.6996363225748982E-004
  -20.000000000000000       -14.000000000000000        18.000000000000000        6.4695882080158186E-005  -2.0805129730060238E-004   2.6749452510077450E-004
  -20.000000000000000       -14.000000000000000        20.000000000000000        1.1596463495859626E-004  -1.8110118233884444E-004   2.5871597476977772E-004
  -20.000000000000000       -12.000000000000000       -20.000000000000000        8.1449422498683133E-005  -1.7063743444032864E-004  -2.8439572406721445E-004
  -20.000000000000000       -12.000000000000000       -18.000000000000000        2.6254274362723011E-005  -1.9645121364407988E-004  -2.9467682046611975E-004
  -20.000000000000000       -12.000000000000000       -16.000000000000000       -2.9452336741633616E-005  -2.2371461690599714E-004  -2.9828615587466282E-004
  -20.000000000000000       -12.000000000000000       -14.000000000000000       -8.5211423736211654E-005  -2.5195912413647123E-004  -2.9395231149254979E-004
  -20.000000000000000       -12.000000000000000       -12.000000000000000       -1.4002229339869746E-004  -2.8044442029427164E-004  -2.8044442029427164E-004
