 x    y    z    Bx    By    Bz
  -20.000000000000000       -20.000000000000000       -20.000000000000000        0.0000000000000000       -2.3724543314552598E-004   2.3724543314552598E-004
  -20.000000000000000       -20.000000000000000       -18.000000000000000        0.0000000000000000       -2.1245704914456880E-004   2.3606338793840981E-004
  -20.000000000000000       -20.000000000000000       -16.000000000000000        2.7105054312137611E-020  -1.8921281330832018E-004   2.3651601663540021E-004
  -20.000000000000000       -20.000000000000000       -14.000000000000000       -1.3552527156068805E-020  -1.6676306405980258E-004   2.3823294865686081E-004
  -20.000000000000000       -20.000000000000000       -12.000000000000000        0.0000000000000000       -1.4450588241788010E-004   2.4084313736313353E-004
  -20.000000000000000       -20.000000000000000       -10.000000000000000        0.0000000000000000       -1.2198356556789925E-004   2.4396713113579850E-004
  -20.000000000000000       -20.000000000000000       -8.0000000000000000        0.0000000000000000       -9.8888336365286880E-005   2.4722084091321719E-004
  -20.000000000000000       -20.000000000000000       -6.0000000000000000        0.0000000000000000       -7.5069305525846480E-005   2.5023101841948828E-004
  -20.000000000000000       -20.000000000000000       -4.0000000000000000        6.7762635780344027E-021  -5.0532024976767009E-005   2.5266012488383503E-004
  -20.000000000000000       -20.000000000000000       -2.0000000000000000        3.3881317890172014E-021  -2.5423629751318656E-005   2.5423629751318658E-004
  -20.000000000000000       -20.000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        2.5478222628192029E-004
  -20.000000000000000       -20.000000000000000        2.0000000000000000       -3.3881317890172014E-021   2.5423629751318656E-005   2.5423629751318658E-004
  -20.000000000000000       -20.000000000000000        4.0000000000000000       -6.7762635780344027E-021   5.0532024976767009E-005   2.5266012488383503E-004
  -20.000000000000000       -20.000000000000000        6.0000000000000000        0.0000000000000000        7.5069305525846480E-005   2.5023101841948828E-004
  -20.000000000000000       -20.000000000000000        8.0000000000000000        0.0000000000000000        9.8888336365286880E-005   2.4722084091321719E-004
  -20.000000000000000       -20.000000000000000        10.000000000000000        0.0000000000000000        1.2198356556789925E-004   2.4396713113579850E-004
  -20.000000000000000       -20.000000000000000        12.000000000000000        0.0000000000000000        1.4450588241788010E-004   2.4084313736313353E-004
  -20.000000000000000       -20.000000000000000        14.000000000000000        1.3552527156068805E-020   1.6676306405980258E-004   2.3823294865686081E-004
  -20.000000000000000       -20.000000000000000        16.000000000000000       -2.7105054312137611E-020   1.8921281330832018E-004   2.3651601663540021E-004
  -20.000000000000000       -20.000000000000000        18.000000000000000        0.0000000000000000        2.1245704914456880E-004   2.3606338793840981E-004
  -20.000000000000000       -20.000000000000000        20.000000000000000        0.0000000000000000        2.3724543314552598E-004   2.3724543314552598E-004
  -20.000000000000000       -18.000000000000000       -20.000000000000000        0.0000000000000000       -2.3606338793840981E-004   2.1245704914456880E-004
  -20.000000000000000       -18.000000000000000       -18.000000000000000        0.0000000000000000       -2.1300329716545432E-004   2.1300329716545432E-004
  -20.000000000000000       -18.000000000000000       -16.000000000000000        0.0000000000000000       -1.9113521006791333E-004   2.1502711132640251E-004
  -20.000000000000000       -18.000000000000000       -14.000000000000000        1.3552527156068805E-020  -1.6970557414779154E-004   2.1819288104716055E-004
  -20.000000000000000       -18.000000000000000       -12.000000000000000        0.0000000000000000       -1.4809567010957831E-004   2.2214350516436745E-004
  -20.000000000000000       -18.000000000000000       -10.000000000000000        2.7105054312137611E-020  -1.2582972340211923E-004   2.2649350212381453E-004
  -20.000000000000000       -18.000000000000000       -8.0000000000000000        0.0000000000000000       -1.0259342455908480E-004   2.3083520525794081E-004
  -20.000000000000000       -18.000000000000000       -6.0000000000000000        1.3552527156068805E-020  -7.8252879873346934E-005   2.3475863962004075E-004
  -20.000000000000000       -18.000000000000000       -4.0000000000000000        1.3552527156068805E-020  -5.2862874254786393E-005   2.3788293414653868E-004
  -20.000000000000000       -18.000000000000000       -2.0000000000000000        3.3881317890172014E-021  -2.6655087399605336E-005   2.3989578659644792E-004
  -20.000000000000000       -18.000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        2.4059079133226916E-004
  -20.000000000000000       -18.000000000000000        2.0000000000000000       -3.3881317890172014E-021   2.6655087399605336E-005   2.3989578659644792E-004
  -20.000000000000000       -18.000000000000000        4.0000000000000000       -1.3552527156068805E-020   5.2862874254786393E-005   2.3788293414653868E-004
  -20.000000000000000       -18.000000000000000        6.0000000000000000       -1.3552527156068805E-020   7.8252879873346934E-005   2.3475863962004075E-004
  -20.000000000000000       -18.000000000000000        8.0000000000000000        0.0000000000000000        1.0259342455908480E-004   2.3083520525794081E-004
  -20.000000000000000       -18.000000000000000        10.000000000000000       -2.7105054312137611E-020   1.2582972340211923E-004   2.2649350212381453E-004
  -20.000000000000000       -18.000000000000000        12.000000000000000        0.0000000000000000        1.4809567010957831E-004   2.2214350516436745E-004
  -20.000000000000000       -18.000000000000000        14.000000000000000       -1.3552527156068805E-020   1.6970557414779154E-004   2.1819288104716055E-004
  -20.000000000000000       -18.000000000000000        16.000000000000000        0.0000000000000000        1.9113521006791333E-004   2.1502711132640251E-004
  -20.000000000000000       -18.000000000000000        18.000000000000000        0.0000000000000000        2.1300329716545432E-004   2.1300329716545432E-004
  -20.000000000000000       -18.000000000000000        20.000000000000000        0.0000000000000000        2.3606338793840981E-004   2.1245704914456880E-004
  -20.000000000000000       -16.000000000000000       -20.000000000000000       -2.7105054312137611E-020  -2.3651601663540021E-004   1.8921281330832018E-004
  -20.000000000000000       -16.000000000000000       -18.000000000000000        1.3552527156068805E-020  -2.1502711132640262E-004   1.9113521006791344E-004
  -20.000000000000000       -16.000000000000000       -16.000000000000000        0.0000000000000000       -1.9442082828286525E-004   1.9442082828286525E-004
  -20.000000000000000       -16.000000000000000       -14.000000000000000        0.0000000000000000       -1.7391999135164034E-004   1.9876570440187464E-004
  -20.000000000000000       -16.000000000000000       -12.000000000000000        0.0000000000000000       -1.5286933576915223E-004   2.0382578102553627E-004
  -20.000000000000000       -16.000000000000000       -10.000000000000000        0.0000000000000000       -1.3075624895635810E-004   2.0920999833017297E-004
  -20.000000000000000       -16.000000000000000       -8.0000000000000000        0.0000000000000000       -1.0724359913036903E-004   2.1448719826073806E-004
  -20.000000000000000       -16.000000000000000       -6.0000000000000000       -1.3552527156068805E-020  -8.2203564578339048E-005   2.1920950554223752E-004
  -20.000000000000000       -16.000000000000000       -4.0000000000000000        0.0000000000000000       -5.5737667358063415E-005   2.2295066943225366E-004
  -20.000000000000000       -16.000000000000000       -2.0000000000000000        0.0000000000000000       -2.8169356166880054E-005   2.2535484933504043E-004
  -20.000000000000000       -16.000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        2.2618410307384448E-004
  -20.000000000000000       -16.000000000000000        2.0000000000000000        0.0000000000000000        2.8169356166880054E-005   2.2535484933504043E-004
  -20.000000000000000       -16.000000000000000        4.0000000000000000        0.0000000000000000        5.5737667358063415E-005   2.2295066943225366E-004
  -20.000000000000000       -16.000000000000000        6.0000000000000000        1.3552527156068805E-020   8.2203564578339048E-005   2.1920950554223752E-004
  -20.000000000000000       -16.000000000000000        8.0000000000000000        0.0000000000000000        1.0724359913036903E-004   2.1448719826073806E-004
  -20.000000000000000       -16.000000000000000        10.000000000000000        0.0000000000000000        1.3075624895635810E-004   2.0920999833017297E-004
  -20.000000000000000       -16.000000000000000        12.000000000000000        0.0000000000000000        1.5286933576915223E-004   2.0382578102553627E-004
